H,336
H,275
H,192
H,165
H,312
H,321
H,177
H,175
H,353
H,202
H,209
H,208
H,383
H,265
H,362
H,165
H,225
H,360
H,230
H,145
H,239
H,211
H,220
H,195
H,194
H,223
H,332
H,175
H,404
H,330
H,205
H,176
H,364
H,224
H,165
H,230
H,262
H,279
H,170
H,230
H,272
H,245
H,214
H,192
H,265
H,199
H,300
H,350
H,277
H,166
H,199
H,320
H,199
H,273
H,195
H,195
H,260
H,233
H,435
H,327
C,365
C,357
C,348
C,339
C,333
C,338
C,320
C,315
C,308
C,304
C,300
C,296
C,292
C,290
C,286
C,283
C,282
C,279
C,278
C,275
C,272
C,271
C,271
C,270
C,268
C,266
C,266
C,266
C,265
C,264
C,263
C,261
C,261
C,261
C,261
C,260
C,260
C,259
C,259
C,259
C,257
C,258
C,261
C,257
C,256
C,256
C,257
C,255
C,256
C,256
C,258
C,257
C,255
C,255
C,255
C,255
C,256
C,256
C,255
C,256
C,255
C,256
C,256
C,255
C,256
C,257
C,255
C,256
C,249
C,256
C,256
C,256
C,256
C,256
C,255
C,256
C,256
C,256
C,255
C,163
C,67
C,38
C,16
C,7
C,28
C,58
C,78
C,72
C,51
C,21
R,6
H,3
H,26
H,42
H,79
H,78
H,52
H,30
H,22
H,25
H,43
H,74
H,79
H,57
H,222
H,152
H,146
H,185
H,278
H,221
H,221
H,177
H,236
H,328
H,170
H,191
H,338
H,182
H,203
H,219
H,332
H,220
H,312
H,185
H,172
H,319
H,197
H,193
H,202
H,191
H,203
H,304
H,194
H,215
H,330
H,199
H,175
H,315
H,206
H,166
H,195
H,221
H,303
H,239
H,207
H,310
H,282
H,206
H,219
H,273
H,212
C,394
C,359
C,350
C,343
C,335
C,329
C,322
C,317
C,311
C,307
C,301
C,298
C,296
C,292
C,285
C,287
C,283
C,282
C,279
C,278
C,278
C,274
C,272
C,272
C,272
C,267
C,269
C,268
C,271
C,267
C,266
C,266
C,264
C,264
C,263
C,263
C,261
C,262
C,262
C,261
C,259
C,261
C,260
C,261
C,260
C,259
C,259
C,259
C,260
C,258
C,258
C,259
C,259
C,259
C,257
C,258
C,259
C,258
C,259
C,258
C,253
C,258
C,258
C,258
C,260
C,258
C,258
C,258
C,258
C,257
C,257
C,258
C,257
C,256
C,256
C,258
C,255
C,257
C,256
C,258
C,257
C,258
C,257
C,257
C,258
C,258
C,258
C,258
C,257
C,258
R,257
H,259
H,123
H,123
H,170
H,135
H,141
H,149
H,164
H,182
H,210
H,152
H,196
H,264
H,161
H,190
H,307
H,218
H,159
H,317
H,183
H,186
H,216
H,183
H,192
H,101
H,208
H,201
H,301
H,186
H,201
H,296
H,315
H,164
H,240
H,192
H,260
H,146
H,238
H,282
H,227
H,190
H,178
H,275
H,225
H,170
H,186
H,227
H,103
H,241
H,188
H,338
H,274
H,257
H,395
H,253
H,282
H,189
H,181
H,299
H,199
C,209
C,353
C,343
C,336
C,330
C,323
C,317
C,312
C,306
C,302
C,298
C,295
C,291
C,289
C,285
C,282
C,280
C,280
C,277
C,276
C,273
C,273
C,273
C,270
C,270
C,268
C,268
C,267
C,265
C,264
C,264
C,263
C,263
C,261
C,261
C,261
C,261
C,262
C,260
C,261
C,258
C,259
C,260
C,260
C,260
C,258
C,259
C,258
C,257
C,259
C,259
C,258
C,258
C,258
C,258
C,257
C,258
C,259
C,257
C,259
C,257
C,258
C,259
C,257
C,253
C,259
C,259
C,257
C,256
C,257
C,258
C,258
C,258
C,257
C,259
C,257
C,257
C,258
C,257
C,259
C,258
C,258
C,258
C,257
C,257
C,259
C,259
C,258
C,259
C,259
R,259
H,259
H,129
H,221
H,263
H,207
H,173
H,342
H,188
H,253
H,170
H,203
H,284
H,179
H,171
H,315
H,188
H,165
H,194
H,187
H,198
H,346
H,194
H,287
H,291
H,192
H,263
H,299
H,199
H,171
H,284
H,203
H,243
H,378
H,205
H,288
H,253
H,203
H,293
H,284
H,243
H,183
H,225
H,262
H,326
H,92
H,202
H,324
H,246
H,318
H,185
H,209
H,324
H,204
H,183
H,272
H,197
H,194
H,263
H,189
H,214
C,303
C,356
C,345
C,338
C,330
C,323
C,318
C,313
C,309
C,304
C,298
C,295
C,294
C,290
C,286
C,284
C,282
C,278
C,278
C,276
C,274
C,273
C,271
C,270
C,270
C,268
C,268
C,267
C,266
C,266
C,264
C,264
C,263
C,263
C,263
C,261
C,261
C,259
C,261
C,262
C,261
C,263
C,260
C,261
C,260
C,259
C,259
C,260
C,260
C,259
C,259
C,259
C,259
C,258
C,258
C,259
C,263
C,258
C,259
C,260
C,259
C,259
C,260
C,259
C,258
C,258
C,259
C,259
C,259
C,258
C,258
C,259
C,259
C,259
C,259
C,258
C,260
C,259
C,258
C,260
C,260
C,259
C,260
C,259
C,258
C,260
C,260
C,263
C,259
C,259
R,259
H,259
H,191
H,155
H,258
H,262
H,172
H,167
H,273
H,175
H,158
H,219
H,199
