I,451,485
I,451,486
I,443,485
I,436,485
I,427,484
I,419,484
I,407,484
I,393,485
I,378,486
I,363,485
I,348,485
I,333,485
I,320,485
I,307,485
I,297,485
I,285,486
I,277,486
I,271,485
I,264,485
I,258,486
I,253,486
I,249,485
I,245,485
I,241,484
I,239,486
I,236,485
I,234,486
I,231,484
I,229,484
I,227,484
I,225,484
I,224,485
I,221,486
I,220,485
I,217,486
I,216,485
I,215,485
I,214,486
I,212,485
I,211,485
I,210,484
I,208,486
I,207,484
I,205,485
I,205,485
I,203,485
I,202,485
I,201,485
I,200,486
I,199,485
I,197,484
I,197,485
I,196,484
I,196,484
I,195,485
I,193,485
I,192,485
I,191,485
I,191,486
I,190,485
I,189,484
I,188,484
I,188,485
I,187,485
I,186,486
I,186,485
I,184,483
I,184,485
I,183,485
I,182,484
I,182,485
I,181,486
I,180,486
I,180,486
I,179,484
I,179,485
I,178,484
I,177,484
I,177,484
I,175,486
I,176,485
I,175,484
I,174,486
I,174,484
I,174,485
I,173,485
I,173,484
I,171,484
I,172,486
I,171,484
I,171,485
I,169,484
I,169,484
I,168,486
I,168,483
I,168,486
I,167,484
I,167,484
I,166,485
I,166,484
I,165,486
I,166,484
I,164,484
I,164,483
I,164,485
I,163,486
I,163,484
I,163,485
I,162,484
I,162,485
I,161,484
I,161,486
I,162,485
I,160,484
I,158,485
I,157,484
I,157,484
I,155,483
I,155,484
I,154,485
I,154,485
I,153,485
I,153,484
I,153,485
I,152,484
I,152,484
I,152,486
I,151,486
I,150,485
I,151,484
I,151,485
I,150,485
I,150,486
I,150,486
I,150,484
I,149,485
I,150,484
I,149,486
I,149,485
I,148,486
I,149,485
I,148,484
I,148,484
I,148,484
I,147,486
I,147,486
I,147,486
I,147,485
I,146,485
I,146,485
I,146,483
I,145,484
I,145,484
I,145,486
I,145,483
I,144,484
I,144,484
I,144,484
I,143,484
I,143,484
I,143,484
I,143,484
I,143,483
I,142,486
I,142,486
I,141,486
I,142,485
I,141,484
I,141,485
I,141,483
I,141,485
I,140,485
I,140,486
I,139,485
I,139,486
I,139,486
I,139,484
I,138,484
I,138,486
I,138,485
I,138,484
I,137,484
I,136,484
I,137,485
I,137,484
I,136,484
I,135,483
I,135,486
I,136,484
I,136,484
I,134,484
I,135,485
I,135,485
I,134,486
I,134,483
I,133,483
I,133,485
I,133,484
I,132,485
I,133,483
I,132,484
I,132,485
I,132,486
I,132,483
I,132,484
I,131,484
I,131,483
I,131,483
I,130,485
I,129,485
I,130,486
I,129,484
I,129,485
I,129,486
I,128,485
I,129,484
I,128,485
I,128,485
I,128,484
I,128,485
I,128,484
I,127,486
I,127,483
I,126,486
I,127,485
I,127,484
I,125,484
I,126,485
I,126,485
I,125,486
I,124,486
I,125,484
I,125,485
I,124,484
I,125,486
I,124,484
I,124,484
I,124,485
I,123,485
I,123,485
I,123,485
I,122,485
I,123,485
I,122,486
I,122,484
I,121,484
I,121,486
I,121,486
I,121,484
I,121,485
I,120,485
I,120,485
I,120,485
I,119,484
I,119,485
I,119,485
I,119,485
I,119,486
I,119,486
I,118,485
I,119,484
I,117,485
I,117,485
I,117,485
I,118,484
I,117,486
I,117,486
I,117,484
I,116,484
I,116,485
I,115,485
I,115,486
I,115,485
I,115,486
I,114,485
I,114,484
I,114,485
I,115,484
I,113,486
I,114,483
I,113,486
I,113,484
I,113,483
I,113,484
I,113,486
I,113,486
I,112,486
I,112,486
I,111,486
I,111,485
I,111,485
I,110,486
I,111,486
I,111,485
I,110,484
I,110,485
I,110,483
I,109,485
I,110,484
I,109,486
I,109,484
I,109,483
I,108,484
I,109,486
I,108,485
I,108,484
I,108,484
I,108,483
I,107,486
I,107,484
I,107,484
I,106,485
I,107,486
I,106,484
I,106,485
I,106,486
I,105,485
I,106,484
I,105,484
I,105,485
I,105,484
I,105,484
I,104,486
I,104,485
I,103,485
I,104,484
I,103,486
I,103,484
I,103,483
I,103,485
I,102,484
I,103,485
I,103,484
I,102,485
I,102,485
I,101,485
I,102,484
I,102,486
I,101,485
I,100,486
I,101,484
I,100,485
I,100,486
I,100,485
I,100,484
I,99,485
I,100,486
I,99,485
I,99,486
I,99,485
I,98,485
I,99,485
I,98,483
I,98,483
I,98,485
I,98,485
I,98,486
I,98,485
I,97,486
I,97,484
I,97,486
I,97,484
I,97,484
I,96,485
I,96,485
I,96,485
I,96,484
I,95,485
I,95,484
I,95,484
I,96,483
I,95,485
I,95,485
I,95,484
I,94,484
I,94,484
I,94,485
I,94,485
I,93,485
I,94,484
I,94,485
I,93,483
I,94,485
I,93,484
I,93,485
I,93,484
I,93,484
I,92,484
I,92,486
I,92,483
I,91,486
I,92,484
I,92,486
I,91,486
I,91,486
I,91,486
I,90,486
I,91,486
I,90,484
I,90,485
I,90,485
I,90,484
I,90,485
I,89,486
I,90,486
I,89,486
I,89,485
I,88,486
I,89,484
I,89,486
I,89,484
I,89,483
I,88,484
I,88,484
I,88,485
I,87,486
I,87,484
I,87,483
I,87,486
I,87,486
I,87,486
I,87,484
I,87,484
I,87,485
I,86,484
I,86,485
I,86,484
I,86,484
I,86,485
I,85,485
I,85,485
I,86,484
I,85,486
I,85,484
I,85,485
I,84,486
I,85,485
I,84,484
I,83,484
I,83,484
I,83,485
I,82,486
I,83,485
I,83,484
I,82,485
I,82,485
I,81,485
I,82,484
I,81,486
I,81,485
I,81,485
I,81,484
I,80,483
I,81,485
I,80,486
I,80,485
I,80,485
I,80,485
I,79,484
I,80,483
I,79,483
I,80,484
I,79,485
I,79,485
I,78,483
I,78,485
I,78,484
I,78,484
I,78,484
I,78,484
I,78,485
I,77,484
I,77,484
I,77,486
I,77,486
I,76,485
I,77,485
I,77,483
I,76,484
I,76,484
I,76,483
I,76,484
I,76,486
I,76,485
I,75,486
C,71,487
C,79,486
C,90,485
C,101,486
C,110,483
C,117,485
C,122,483
C,125,485
C,128,485
C,131,487
C,132,483
C,134,485
C,135,483
C,136,484
C,137,483
C,138,486
C,139,485
C,140,485
C,140,485
C,142,485
C,142,484
C,143,485
C,144,484
C,145,486
C,145,483
C,146,484
C,146,485
C,148,485
C,148,485
C,150,487
C,149,485
C,151,486
C,150,484
C,152,487
C,152,483
C,153,486
C,153,484
C,154,486
C,154,484
C,155,485
C,154,484
C,156,485
C,156,485
C,157,484
C,156,484
C,158,485
C,157,486
C,159,486
C,158,485
C,159,485
C,158,484
C,159,487
C,162,484
C,161,486
C,163,484
C,161,484
C,161,485
C,161,486
C,164,484
C,162,484
C,164,485
C,163,487
C,165,485
C,163,484
C,166,483
C,163,487
C,166,483
C,164,484
C,166,484
C,164,486
C,167,484
C,165,486
C,167,483
C,165,486
C,167,485
C,165,484
C,168,485
C,165,486
C,168,483
C,165,486
C,168,485
C,166,486
C,168,484
C,166,486
C,168,484
C,166,485
C,169,484
C,166,485
C,169,485
C,166,484
R,166,485
H,169,483
H,186,485
H,195,484
H,191,485
H,175,484
H,155,484
H,137,485
H,122,485
H,110,484
H,100,485
H,93,484
H,88,484
H,84,485
H,80,484
H,77,486
H,74,485
H,73,483
H,71,484
H,70,486
H,69,483
H,68,484
H,67,486
H,67,485
H,66,486
H,65,485
H,65,486
H,65,483
H,65,486
H,64,485
H,64,484
H,63,485
H,64,485
H,63,485
H,63,484
H,63,486
H,63,484
H,63,485
H,63,484
H,62,484
H,62,485
H,62,485
H,62,484
H,62,486
H,62,485
H,62,484
H,62,483
H,62,485
H,61,485
H,61,484
H,61,485
H,61,485
H,61,485
H,61,485
H,61,486
H,60,485
H,60,486
H,61,484
H,61,485
H,60,485
H,60,485
C,55,484
C,61,484
C,71,484
C,79,486
C,86,486
C,91,484
C,95,485
C,102,485
C,100,484
C,106,485
C,103,487
C,109,485
C,104,486
C,111,485
C,106,486
C,111,486
C,108,486
C,108,485
C,110,485
C,110,484
C,111,485
C,116,484
C,112,487
C,112,485
C,114,485
C,115,487
C,115,487
C,116,486
C,116,486
C,117,486
C,118,485
C,119,487
C,119,486
C,120,486
C,120,486
C,121,486
C,121,485
C,122,487
C,123,485
C,123,485
C,124,487
C,124,486
C,124,485
C,125,486
C,125,485
C,126,486
C,127,484
C,127,485
C,127,485
C,128,486
C,129,484
C,129,485
C,129,485
C,129,485
C,129,485
C,130,485
C,131,486
C,131,486
C,132,487
C,131,485
C,132,485
C,132,485
C,133,486
C,133,484
C,133,487
C,133,486
C,134,486
C,134,484
C,134,486
C,134,486
C,135,486
C,135,485
C,135,485
C,136,487
C,135,485
C,136,486
C,136,486
C,137,484
C,136,486
C,137,484
C,136,485
C,137,484
C,137,486
C,138,484
C,137,485
C,138,487
C,137,485
C,137,484
C,138,485
C,138,487
R,138,486
H,142,484
H,158,486
H,168,485
H,164,485
H,150,485
H,131,485
H,116,483
H,102,484
H,92,483
H,83,485
H,77,486
H,72,485
H,69,485
H,66,483
H,64,485
H,62,484
H,60,484
H,59,484
H,58,483
H,57,484
H,57,483
H,56,483
H,55,483
H,55,486
H,55,485
H,55,486
H,55,486
H,54,485
H,53,486
H,54,484
H,53,485
H,53,486
H,53,485
H,53,485
H,53,486
H,53,486
H,53,485
H,53,483
H,53,486
H,53,485
H,53,485
H,53,485
H,52,485
H,52,486
H,52,484
H,52,484
H,52,484
H,52,486
H,52,485
H,52,486
H,52,484
H,52,485
H,52,485
H,52,484
H,52,485
H,52,483
H,52,486
H,51,485
H,52,485
H,52,484
C,46,485
C,57,483
C,60,486
C,72,485
C,73,487
C,76,483
C,80,485
C,83,485
C,85,484
C,86,483
C,87,487
C,88,486
C,90,486
C,90,484
C,95,485
C,91,485
C,96,486
C,93,484
C,97,484
C,94,487
C,99,483
C,95,485
C,96,483
C,96,485
C,97,484
C,98,485
C,99,487
C,99,486
C,100,486
C,101,485
C,101,486
C,102,485
C,102,484
C,103,487
C,103,485
C,104,484
C,105,486
C,105,487
C,106,484
C,106,486
C,107,484
C,108,484
C,108,485
C,109,485
C,109,486
C,109,486
C,110,485
C,110,487
C,111,484
C,111,487
C,112,486
C,112,486
C,112,486
C,113,487
C,113,486
C,113,486
C,114,486
C,114,486
C,115,484
C,115,485
C,115,486
C,116,485
C,116,485
C,116,486
C,117,484
C,117,486
C,117,485
C,117,486
C,119,485
C,118,485
C,119,486
C,118,485
C,119,484
C,119,485
C,120,484
C,120,484
C,120,484
C,120,485
C,121,484
C,120,485
C,121,484
C,121,485
C,122,484
C,121,486
C,122,484
C,122,486
C,122,484
C,122,485
C,122,486
C,122,485
R,123,487
H,127,484
H,142,485
H,152,484
H,149,485
H,135,483
H,119,485
H,103,484
H,91,485
H,81,484
H,74,483
H,68,485
H,64,485
H,60,484
H,58,484
H,56,483
H,54,485
H,53,484
H,52,486
H,51,484
H,51,486
H,50,485
H,50,484
H,49,483
H,49,485
H,49,485
H,48,486
H,48,483
H,48,484
H,48,486
H,48,483
H,47,485
H,48,484
H,47,483
H,47,485
H,48,485
H,48,485
H,47,485
H,47,484
H,47,484
H,47,484
H,47,483
H,47,484
H,47,483
H,47,484
H,47,483
H,47,485
H,47,484
H,47,484
H,47,485
H,47,485
H,47,485
H,47,484
H,47,484
H,47,485
H,46,485
H,47,485
H,47,485
H,47,485
H,47,486
H,47,485
C,41,486
C,51,483
C,54,485
C,65,485
C,65,484
C,69,484
C,72,485
C,75,484
C,76,484
C,77,485
C,79,486
C,80,484
C,85,485
C,81,486
C,86,487
C,82,484
C,87,483
C,83,485
C,89,484
C,84,485
C,84,485
C,86,485
C,86,485
C,87,484
C,87,486
C,88,485
C,89,486
C,94,484
C,90,484
C,95,486
C,91,484
C,96,486
C,92,485
C,98,483
C,94,485
C,99,484
C,95,485
C,95,485
C,96,484
C,97,485
C,97,486
C,98,484
C,98,485
C,99,486
C,99,486
C,100,485
C,105,487
C,101,485
C,106,485
C,101,484
C,106,486
C,102,485
C,107,486
C,103,484
C,108,486
C,104,484
C,109,485
C,104,486
C,110,486
C,105,486
C,110,485
C,106,484
C,111,485
C,106,486
C,112,485
C,107,485
C,113,484
C,108,486
C,113,485
C,108,486
C,113,486
C,109,486
C,114,485
C,109,484
C,114,487
C,110,486
C,115,485
C,110,485
C,116,485
C,111,485
C,116,484
C,111,485
C,116,484
C,112,485
C,117,484
C,112,486
C,118,485
C,113,484
C,118,486
C,113,485
R,114,485
H,118,485
H,132,485
H,142,485
H,138,483
H,126,485
H,109,486
H,95,485
H,83,486
H,75,484
H,68,483
H,63,484
H,59,484
H,56,484
H,54,485
H,51,484
H,51,485
H,49,484
H,48,485
H,47,485
H,47,485
H,46,484
H,46,486
H,45,484
H,45,486
H,45,486
H,45,485
H,45,484
H,44,486
H,44,485
H,44,484
H,44,485
H,44,485
H,44,485
H,44,485
H,44,484
H,44,485
H,44,484
H,44,484
H,44,484
H,44,486
H,43,486
H,44,485
H,44,483
H,43,483
H,43,486
H,44,485
H,43,485
H,43,484
H,43,484
H,43,485
H,44,485
H,43,485
H,44,484
H,43,486
H,44,485
H,44,485
H,44,485
H,44,484
H,43,485
H,43,484
C,44,485
C,42,486
C,48,485
C,56,486
C,60,485
C,64,485
C,67,487
C,69,486
C,70,485
C,77,484
C,73,484
C,78,484
C,74,485
C,79,486
C,75,485
C,80,483
C,76,484
C,81,484
C,77,486
C,81,483
C,78,485
C,79,484
C,80,484
C,80,483
C,81,486
C,82,486
C,83,486
C,83,485
C,88,485
C,84,485
C,89,486
C,85,484
C,90,483
C,87,486
C,92,484
C,88,485
C,87,484
C,89,486
C,89,483
C,90,485
C,90,485
C,90,484
C,91,485
C,97,484
C,92,487
C,97,486
C,93,487
C,98,486
C,94,486
C,99,484
C,95,485
C,99,485
C,96,486
C,96,483
C,97,486
C,97,483
C,97,486
C,98,487
C,98,487
C,98,486
C,103,486
C,99,486
C,104,485
C,100,484
C,104,485
C,100,486
C,105,484
C,101,486
C,105,484
C,101,486
C,106,485
C,102,487
C,106,484
C,103,485
C,107,485
C,103,486
C,108,484
C,103,485
C,108,486
C,104,485
C,108,484
C,105,484
C,109,485
C,105,486
C,109,487
C,106,485
C,110,485
C,106,485
C,110,484
C,106,485
R,107,484
H,111,486
H,125,483
H,136,484
H,131,486
H,119,485
H,104,485
H,90,484
H,79,485
H,71,485
H,64,485
H,59,484
H,55,484
H,52,485
H,50,484
H,48,484
H,47,485
H,46,486
H,45,483
